Sales_Key,Date_Key,Marketplace_Key,Product_Key,Account Title,Taxes,Orders,Units,Refunded,Refund %,Unit Session %,Promo Units,Organic Units,Per Unit Revenue,Revenue,COGS,FBA Fees,Promo Amount,Sessions,Page Views,Impressions,Clicks,PPC Orders,PPC Sales,PPC Cost,PPC Conv,OOE,Net Profit,Net Margin,Net ROI
5434,110,3,42,[ DE ] Aava,-15.53,10,10,0,0.0,0.3333,0,10,20.55,205.46,-71.8,-55.51,-4.13,30,39,2423,0,0,0.0,0.0,0.0,0,58.49,0.2847,0.4594
5435,111,3,42,[ DE ] Aava,-19.27,11,11,0,0.0,0.3929,0,11,20.42,224.64,-78.98,-59.92,-10.82,28,35,2497,3,1,15.88,-6.05,0.3333,0,49.6,0.2208,0.3571
5436,112,3,42,[ DE ] Aava,-2.62,2,2,0,0.0,0.0769,0,2,19.99,39.98,-14.36,-11.06,0.0,26,35,2540,1,0,0.0,-3.21,0.0,0,8.73,0.2184,0.3434
5437,113,3,42,[ DE ] Aava,-12.12,6,7,0,0.0,0.3043,0,7,21.44,150.09,-50.26,-41.95,-6.17,23,30,3359,2,0,0.0,-4.77,0.0,0,34.82,0.232,0.3776
5438,114,3,42,[ DE ] Aava,-8.98,5,5,0,0.0,0.2174,0,5,20.48,102.38,-35.9,-28.01,0.0,23,42,2303,5,0,0.0,-13.4,0.0,0,16.09,0.1572,0.2518
5439,115,3,42,[ DE ] Aava,-15.98,11,12,0,0.0,0.6,0,12,20.57,246.86,-86.16,-66.36,-6.98,20,33,2355,4,1,37.36,-7.8,0.25,0,63.58,0.2576,0.4169
5440,116,3,42,[ DE ] Aava,-10.29,6,6,0,0.0,0.2069,0,6,20.29,121.73,-43.08,-33.03,-2.79,29,33,2777,5,0,0.0,-10.89,0.0,0,21.65,0.1779,0.2845
5441,117,3,42,[ DE ] Aava,-10.48,7,8,0,0.0,0.2162,0,8,20.16,161.25,-57.44,-44.24,-1.33,37,50,2661,4,3,63.53,-7.22,0.75,0,40.54,0.2514,0.3987
5442,118,3,42,[ DE ] Aava,-6.55,5,5,0,0.0,0.2381,0,5,20.15,100.75,-35.9,-27.65,-0.8,21,29,1705,1,0,0.0,-1.6,0.0,0,28.25,0.2804,0.4445
5443,119,3,42,[ DE ] Aava,-12.14,6,7,0,0.0,0.4375,0,7,20.93,146.49,-50.26,-41.07,-3.66,16,26,0,0,0,0.0,0.0,0.0,0,39.36,0.2687,0.431
5444,120,3,42,[ DE ] Aava,-10.4,6,6,0,0.0,0.3,0,6,21.01,126.04,-43.08,-34.64,-4.04,20,22,1267,1,0,0.0,-0.11,0.0,0,33.77,0.2679,0.4345
5445,121,3,42,[ DE ] Aava,-11.89,7,7,0,0.0,0.3684,0,7,20.58,144.05,-50.26,-39.97,-2.57,19,22,2075,6,0,0.0,-10.74,0.0,0,28.62,0.1987,0.3172
5446,122,3,42,[ DE ] Aava,-8.12,6,6,0,0.0,0.4,0,6,20.66,123.93,-43.08,-36.42,0.0,15,18,2358,2,4,125.35,-3.71,2.0,0,32.6,0.2631,0.4101
5447,123,3,42,[ DE ] Aava,-17.77,8,8,0,0.0,0.381,0,8,21.25,169.98,-57.44,-44.81,-6.2,21,25,2571,8,4,120.78,-14.25,0.5,0,29.51,0.1736,0.2886
5448,124,3,42,[ DE ] Aava,-27.15,14,17,0,0.0,0.6538,0,17,20.4,346.81,-122.06,-93.74,-8.8,26,36,2077,3,1,18.68,-6.63,0.3333,0,88.43,0.255,0.4098
5449,125,3,42,[ DE ] Aava,-12.07,5,5,0,0.0,0.2778,0,5,21.86,109.29,-35.9,-29.74,-2.5,18,25,2878,2,0,0.0,-2.85,0.0,0,26.23,0.24,0.3996
5450,126,3,42,[ DE ] Aava,-7.93,4,4,0,0.0,0.1818,0,4,21.18,84.7,-28.72,-25.36,-0.75,22,29,3203,6,1,19.62,-8.99,0.1667,0,12.95,0.1529,0.2395
5451,127,3,42,[ DE ] Aava,-16.65,9,9,0,0.0,0.6,0,9,20.83,187.43,-64.62,-50.2,-4.59,15,24,2903,5,1,19.62,-7.12,0.2,0,44.25,0.2361,0.3854
5452,128,3,42,[ DE ] Aava,-12.72,6,6,0,0.0,0.2727,0,6,21.19,127.13,-43.08,-33.75,-3.33,22,31,2898,4,2,44.08,-6.44,0.5,0,27.81,0.2188,0.362
5453,129,3,42,[ DE ] Aava,-13.35,8,8,0,0.0,0.7273,0,8,20.28,162.26,-57.44,-46.14,0.0,11,13,3095,3,0,0.0,-5.46,0.0,0,39.87,0.2457,0.3849
5454,130,3,42,[ DE ] Aava,-15.72,11,12,0,0.0,0.4138,0,12,20.24,242.87,-86.16,-65.94,-5.81,29,44,3716,2,0,0.0,-3.58,0.0,0,65.66,0.2704,0.4317
5455,131,3,42,[ DE ] Aava,-10.48,8,8,0,0.0,0.4,0,8,20.37,162.92,-57.44,-44.09,-4.0,20,27,3034,1,2,39.23,-3.76,2.0,0,43.15,0.2649,0.425
5456,132,3,42,[ DE ] Aava,-14.22,9,9,0,0.0,0.5294,0,9,21.0,188.97,-64.62,-50.13,-6.63,17,21,2168,7,4,79.4,-11.92,0.5714,0,41.45,0.2193,0.3612
5457,133,3,42,[ DE ] Aava,-3.93,3,3,0,0.0,0.3,0,3,20.32,60.97,-21.54,-16.59,-1.0,10,10,2113,2,0,0.0,-2.89,0.0,0,15.02,0.2464,0.3939
5458,134,3,42,[ DE ] Aava,-10.29,6,6,0,0.0,0.3158,0,6,20.4,122.37,-43.08,-33.18,-2.45,19,26,2439,4,1,20.55,-5.73,0.25,0,27.64,0.2259,0.3624
5459,135,3,42,[ DE ] Aava,-28.05,7,17,0,0.0,1.3077,0,17,20.88,354.89,-122.06,-89.54,-49.41,13,21,2254,6,1,20.55,-8.83,0.1667,0,57.0,0.1606,0.2694
5460,136,3,42,[ DE ] Aava,-8.98,5,5,0,0.0,0.3125,0,5,20.09,100.45,-35.9,-27.5,-1.5,16,17,2522,6,1,20.55,-15.61,0.1667,0,10.96,0.1091,0.1729
5461,137,3,42,[ DE ] Aava,-11.6,7,7,0,0.0,0.5,0,7,21.1,147.68,-50.26,-39.07,-5.32,14,22,2447,8,3,60.72,-13.58,0.375,0,27.85,0.1886,0.3118
5462,138,3,42,[ DE ] Aava,-10.48,7,8,0,0.0,0.32,0,8,20.16,161.29,-57.44,-42.04,-11.37,25,40,3025,6,0,0.0,-11.65,0.0,0,28.31,0.1755,0.2846
5463,139,3,42,[ DE ] Aava,-11.6,8,8,0,0.0,0.5,0,8,20.41,163.24,-57.44,-44.26,-3.13,16,22,2752,3,0,0.0,-5.14,0.0,0,41.67,0.2553,0.4097
5464,140,3,42,[ DE ] Aava,-9.56,7,8,0,0.0,0.3636,0,8,20.46,163.66,-57.44,-48.76,0.0,22,31,2629,7,1,20.55,-16.02,0.1429,0,31.88,0.1948,0.3002
5465,141,3,42,[ DE ] Aava,-9.47,7,7,0,0.0,0.35,0,7,21.49,150.41,-50.26,-47.04,-0.66,20,25,2154,1,0,0.0,-2.19,0.0,0,40.79,0.2712,0.4192
5466,142,3,42,[ DE ] Aava,-17.03,13,13,0,0.0,0.8125,0,13,20.38,264.92,-93.34,-71.89,-5.05,16,22,1998,2,3,55.11,-6.2,1.5,0,71.41,0.2696,0.4322
5467,143,3,42,[ DE ] Aava,-5.5,5,5,0,0.0,0.2632,0,5,20.43,102.14,-35.9,-30.55,-0.44,19,27,1765,2,3,65.57,-8.11,1.5,0,21.64,0.2119,0.3257
5468,144,3,42,[ DE ] Aava,-6.36,3,3,0,0.0,0.1364,0,3,20.8,62.4,-21.54,-16.64,-2.12,22,26,2866,5,2,39.23,-13.67,0.4,0,2.07,0.0332,0.0542
5469,145,3,42,[ DE ] Aava,-11.6,7,7,0,0.0,0.3889,0,7,20.74,145.16,-50.26,-38.79,-4.67,18,22,2176,3,1,21.49,-8.15,0.3333,0,31.69,0.2183,0.3559
5470,146,3,42,[ DE ] Aava,-13.1,10,10,0,0.0,0.3704,0,10,20.36,203.63,-71.8,-54.68,-7.89,27,35,2256,4,2,39.23,-12.76,0.5,0,43.4,0.2131,0.3431
5471,147,3,42,[ DE ] Aava,-7.86,7,7,1,0.1429,0.3684,0,7,19.99,119.94,-43.08,-36.01,-2.0,19,34,2457,1,1,21.49,-1.44,1.0,0,29.55,0.2464,0.3736
5472,148,3,42,[ DE ] Aava,-7.67,4,4,0,0.0,0.2105,0,4,21.43,85.71,-28.72,-22.32,-4.44,19,25,2034,4,0,0.0,-7.24,0.0,0,15.32,0.1787,0.3002
5473,149,3,42,[ DE ] Aava,-10.48,9,9,1,0.1111,0.6923,0,9,19.99,159.92,-57.44,-47.01,-2.0,13,16,856,2,0,0.0,-7.44,0.0,0,35.55,0.2223,0.3404
5474,150,3,42,[ DE ] Aava,-10.29,6,6,0,0.0,0.3,0,6,20.69,124.12,-43.08,-33.54,-1.75,20,25,2203,5,2,37.36,-15.46,0.4,0,20.0,0.1611,0.261
5475,151,3,42,[ DE ] Aava,-12.91,9,9,0,0.0,0.5294,0,9,20.16,181.43,-64.62,-49.63,-2.45,17,21,2480,2,0,0.0,-4.2,0.0,0,47.62,0.2625,0.4168
5476,152,3,42,[ DE ] Aava,-11.79,7,9,0,0.0,0.3214,0,9,20.8,187.22,-64.62,-48.42,-16.31,28,31,2003,2,0,0.0,-6.94,0.0,0,39.14,0.2091,0.3462
5477,153,3,42,[ DE ] Aava,-10.29,6,6,0,0.0,0.2,0,6,20.84,125.03,-43.08,-33.54,-2.66,30,31,1582,4,0,0.0,-8.32,0.0,0,27.14,0.2171,0.3542
5478,154,3,42,[ DE ] Aava,-1.31,1,1,0,0.0,0.0667,0,1,20.99,20.99,-7.18,-5.53,-1.0,15,24,1542,0,0,0.0,0.0,0.0,0,5.97,0.2844,0.4697
5479,155,3,42,[ DE ] Aava,-6.55,6,6,1,0.1667,0.2143,0,6,20.79,103.93,-35.9,-30.48,-5.94,28,29,1337,4,0,0.0,-7.35,0.0,0,17.71,0.1704,0.2668
5480,156,3,42,[ DE ] Aava,-12.91,7,8,0,0.0,0.381,0,8,20.29,162.35,-57.44,-44.6,0.0,21,35,1403,1,2,34.56,-2.67,2.0,0,44.73,0.2755,0.4384
5481,157,3,42,[ DE ] Aava,-26.07,10,10,1,0.1,0.5,0,10,22.24,200.16,-64.62,-58.85,-8.74,20,31,1270,2,1,15.88,-6.92,0.5,0,34.96,0.1747,0.2831
5482,158,3,42,[ DE ] Aava,-16.46,7,7,0,0.0,0.4118,0,7,20.74,145.21,-50.26,-38.75,-5.0,17,26,1767,4,1,19.62,-11.16,0.25,0,23.58,0.1624,0.2649
5483,159,3,42,[ DE ] Aava,-7.86,6,6,0,0.0,0.3529,0,6,20.38,122.27,-43.08,-33.18,-2.33,17,21,1310,0,0,0.0,0.0,0.0,0,35.82,0.293,0.4697
5484,160,3,42,[ DE ] Aava,-7.86,5,6,0,0.0,0.4286,0,6,20.12,120.74,-43.08,-33.18,-0.8,14,18,1094,1,0,0.0,-1.2,0.0,0,34.62,0.2867,0.454
5485,161,3,42,[ DE ] Aava,-29.37,15,15,0,0.0,0.4167,0,15,20.9,313.56,-107.7,-77.01,-53.28,36,45,976,3,0,0.0,-4.27,0.0,0,41.93,0.1337,0.227
5486,162,3,42,[ DE ] Aava,-12.49,7,7,0,0.0,0.2593,0,7,21.51,150.6,-50.26,-44.67,-3.33,27,29,768,0,0,0.0,0.0,0.0,0,39.85,0.2646,0.4198
5487,163,3,42,[ DE ] Aava,-2.62,2,2,0,0.0,0.1429,0,2,19.99,39.98,-14.36,-11.06,0.0,14,17,664,1,0,0.0,-1.99,0.0,0,9.95,0.2489,0.3914
5488,164,3,42,[ DE ] Aava,-2.62,2,2,0,0.0,0.2,0,2,19.99,39.98,-14.36,-11.06,0.0,10,10,541,0,0,0.0,0.0,0.0,0,11.94,0.2986,0.4697
5489,165,3,42,[ DE ] Aava,-14.48,9,9,0,0.0,0.5625,0,9,20.7,186.33,-64.62,-53.05,-2.1,16,19,476,1,0,0.0,-0.56,0.0,0,51.52,0.2765,0.4378
5490,166,3,42,[ DE ] Aava,-14.39,5,6,0,0.0,0.3,0,6,22.7,136.18,-43.08,-39.23,-3.9,20,26,496,0,0,0.0,0.0,0.0,0,35.58,0.2613,0.4323
5491,167,3,42,[ DE ] Aava,-7.86,7,7,0,0.0,0.3182,0,7,19.86,139.02,-50.26,-37.78,-5.24,22,35,373,1,0,0.0,-2.17,0.0,0,35.71,0.2569,0.4056
5492,168,3,42,[ DE ] Aava,-13.1,6,10,0,0.0,0.4348,0,10,19.99,199.9,-71.8,-52.75,-16.99,23,28,461,3,1,18.68,-11.54,0.3333,0,33.72,0.1687,0.2707
5493,169,3,42,[ DE ] Aava,-25.44,13,15,3,0.2,0.4054,0,15,20.66,247.97,-86.16,-71.43,-35.65,37,50,428,3,1,15.88,-3.47,0.3333,0,25.82,0.1041,0.1638
5494,170,3,42,[ DE ] Aava,-10.48,7,8,0,0.0,0.3333,0,8,20.74,165.91,-57.44,-44.09,-6.99,24,29,263,1,0,0.0,-1.29,0.0,0,45.62,0.275,0.4493
5495,171,3,42,[ DE ] Aava,-13.2,6,8,0,0.0,0.4706,0,8,20.43,163.47,-57.44,-44.9,-6.0,17,22,309,2,0,0.0,-8.7,0.0,0,33.23,0.2033,0.3247
5496,172,3,42,[ DE ] Aava,-16.84,11,11,0,0.0,0.4231,0,11,20.94,230.29,-78.98,-61.19,-7.97,26,29,381,0,0,0.0,0.0,0.0,0,65.31,0.2836,0.4659
5497,173,3,42,[ DE ] Aava,-11.6,7,7,0,0.0,0.2593,0,7,20.48,143.36,-50.26,-39.07,-1.0,27,35,364,1,0,0.0,-1.09,0.0,0,40.34,0.2814,0.4516
5498,174,3,42,[ DE ] Aava,-19.14,9,9,0,0.0,0.3333,0,9,21.03,189.28,-64.62,-50.59,-6.91,27,38,331,0,0,0.0,0.0,0.0,0,48.02,0.2537,0.4168
5499,175,3,42,[ DE ] Aava,-14.58,8,8,0,0.0,0.32,0,8,20.28,162.2,-57.44,-45.83,-4.55,25,32,317,1,0,0.0,-1.54,0.0,0,38.26,0.2359,0.3705
5500,176,3,42,[ DE ] Aava,-1.31,1,1,0,0.0,0.0588,0,1,19.99,19.99,-7.18,-5.53,0.0,17,18,299,1,0,0.0,-1.41,0.0,0,4.56,0.2281,0.3588
5501,83,1,3,[ UK ] Aava,-21.89,5,8,0,0.0,0.0,0,8,18.58,148.63,-61.53,-40.76,-18.3,0,0,926,1,0,0.0,-0.15,0.0,0,6.0,0.0404,0.0587
5502,84,1,3,[ UK ] Aava,-22.82,5,8,0,0.0,0.0,0,8,18.98,151.84,-61.83,-44.94,-16.86,0,0,753,1,1,62.45,-0.58,1.0,0,4.81,0.0317,0.045
5503,85,1,3,[ UK ] Aava,-18.91,3,6,0,0.0,0.0,0,6,18.92,113.53,-46.84,-29.98,-18.92,0,0,416,1,0,0.0,-2.22,0.0,0,-3.34,-0.0294,-0.0435
5504,86,1,3,[ UK ] Aava,-0.16,1,1,0,0.0,0.0,0,1,15.93,15.93,-7.81,-5.33,-0.95,0,0,316,0,0,0.0,0.0,0.0,0,1.68,0.1056,0.128
5505,87,1,3,[ UK ] Aava,-9.92,4,4,0,0.0,0.0,0,4,18.25,73.0,-31.23,-21.48,-2.84,0,0,588,1,0,0.0,-0.16,0.0,0,7.37,0.101,0.1399
5506,88,1,3,[ UK ] Aava,-25.21,7,8,0,0.0,0.0,0,8,18.92,151.37,-62.45,-43.69,-0.95,0,0,637,3,1,15.77,-3.47,0.3333,0,15.59,0.103,0.1469
5507,89,1,3,[ UK ] Aava,-10.29,6,8,0,0.0,0.0,0,8,17.19,137.51,-62.03,-41.91,-9.71,0,0,707,0,0,0.0,0.0,0.0,0,13.57,0.0987,0.1306
5508,90,1,3,[ UK ] Aava,-19.0,8,9,1,0.1111,0.0,0,9,18.32,146.55,-61.72,-46.16,-4.75,0,0,692,5,0,0.0,-4.18,0.0,0,10.74,0.0733,0.0996
5509,91,1,3,[ UK ] Aava,-21.94,7,7,0,0.0,0.0,0,7,19.17,134.19,-54.34,-38.14,-2.49,0,0,703,0,0,0.0,0.0,0.0,0,17.29,0.1288,0.1869
5510,92,1,3,[ UK ] Aava,0.0,1,1,0,0.0,0.0,0,1,17.42,17.42,-7.8,-5.47,-1.67,0,0,468,2,0,0.0,-2.6,0.0,0,-0.12,-0.007,-0.0092
5511,93,1,3,[ UK ] Aava,-1.09,6,7,0,0.0,0.0,0,7,16.26,113.84,-54.58,-37.3,-9.12,0,0,708,1,0,0.0,-0.4,0.0,0,11.36,0.0998,0.1236
5512,94,1,3,[ UK ] Aava,0.0,3,3,0,0.0,0.0,0,3,17.42,52.25,-23.39,-20.58,-0.83,0,0,771,2,0,0.0,-0.42,0.0,0,7.02,0.1343,0.1596
5513,95,1,3,[ UK ] Aava,-0.31,6,6,0,0.0,0.0,0,6,15.8,94.81,-46.78,-32.55,-1.89,0,0,905,2,0,0.0,-2.37,0.0,0,10.91,0.1151,0.1375
5514,96,1,3,[ UK ] Aava,0.0,6,7,0,0.0,0.0,0,7,15.71,109.94,-54.43,-38.2,0.0,0,0,735,3,0,0.0,-1.36,0.0,0,15.95,0.1451,0.1722
5515,97,1,3,[ UK ] Aava,-0.62,12,13,0,0.0,0.0,0,13,16.1,209.36,-100.88,-70.23,-8.71,0,0,788,2,3,53.48,-0.8,1.5,0,28.12,0.1343,0.1643
5516,98,1,3,[ UK ] Aava,0.0,6,6,0,0.0,0.0,0,6,15.62,93.74,-46.41,-32.57,0.0,0,0,721,2,0,0.0,-0.47,0.0,0,14.29,0.1524,0.1809
5517,99,1,3,[ UK ] Aava,-2.52,7,11,0,0.0,0.0,0,11,16.29,179.2,-85.5,-57.7,-19.05,0,0,926,0,0,0.0,0.0,0.0,0,14.44,0.0806,0.1008
5518,100,1,3,[ UK ] Aava,0.0,3,5,0,0.0,0.0,0,5,15.71,78.55,-38.89,-27.29,0.0,0,0,699,3,1,15.71,-1.84,0.3333,0,10.53,0.134,0.1591
5519,101,1,3,[ UK ] Aava,0.0,7,9,0,0.0,0.6429,0,9,15.97,143.71,-70.0,-51.44,0.0,14,18,868,1,0,0.0,-1.31,0.0,0,20.96,0.1458,0.1726
5520,102,1,3,[ UK ] Aava,-0.16,4,4,1,0.25,0.2667,0,4,15.76,47.29,-23.33,-19.38,-0.94,15,19,1266,3,0,0.0,-1.39,0.0,0,2.09,0.0441,0.0488
5521,103,1,3,[ UK ] Aava,-0.16,4,5,0,0.0,0.2083,0,5,15.72,78.62,-38.84,-27.12,-0.94,24,27,1120,4,0,0.0,-2.81,0.0,0,8.74,0.1112,0.1326
5522,104,1,3,[ UK ] Aava,-0.16,1,1,0,0.0,0.0,0,1,15.99,15.99,-7.84,-5.36,-0.95,0,0,1025,4,0,0.0,-4.19,0.0,0,-2.5,-0.1566,-0.1898
5523,105,1,3,[ UK ] Aava,-0.31,8,10,0,0.0,0.0,0,10,16.2,161.96,-78.78,-55.0,-4.43,0,0,1007,1,0,0.0,-1.73,0.0,0,21.71,0.1341,0.1623
5524,106,1,3,[ UK ] Aava,-1.57,6,8,0,0.0,0.0,0,8,16.24,129.95,-63.05,-42.79,-10.57,0,0,856,3,0,0.0,-2.01,0.0,0,9.95,0.0766,0.094
5525,107,1,3,[ UK ] Aava,-0.16,7,8,0,0.0,0.0,0,8,15.93,127.44,-63.01,-44.08,-0.96,0,0,664,3,0,0.0,-0.58,0.0,0,18.65,0.1464,0.1742
5526,108,1,3,[ UK ] Aava,-2.55,5,8,0,0.0,0.0,0,8,16.49,131.94,-63.01,-43.99,-15.27,0,0,856,2,2,31.82,-1.03,1.0,0,6.08,0.0461,0.0568
5527,109,1,3,[ UK ] Aava,0.0,4,4,0,0.0,0.0,0,4,16.0,63.99,-31.51,-22.46,0.0,0,0,943,3,4,70.19,-4.67,1.3333,0,5.35,0.0836,0.0991
5528,110,1,3,[ UK ] Aava,0.0,7,7,0,0.0,0.0,0,7,16.62,116.32,-55.09,-38.66,-5.04,0,0,1008,4,1,16.83,-3.92,0.25,0,13.61,0.117,0.1451
5529,111,1,3,[ UK ] Aava,0.0,6,6,0,0.0,0.0,0,6,16.17,97.03,-47.21,-33.13,-1.67,0,0,904,4,0,0.0,-4.07,0.0,0,10.94,0.1128,0.1362
5530,112,1,3,[ UK ] Aava,0.0,6,6,0,0.0,0.0,0,6,16.55,99.32,-47.49,-33.33,-3.39,0,0,1153,7,1,15.99,-6.9,0.1429,0,8.21,0.0827,0.1016
5531,113,1,3,[ UK ] Aava,-5.91,12,19,0,0.0,0.0,0,19,16.56,314.55,-150.28,-100.05,-40.53,0,0,948,6,1,15.98,-7.5,0.1667,0,10.27,0.0326,0.041
5532,114,1,3,[ UK ] Aava,0.0,4,4,0,0.0,0.0,0,4,16.15,64.62,-31.49,-22.1,-1.01,0,0,790,0,0,0.0,0.0,0.0,0,10.02,0.155,0.1869
5533,115,1,3,[ UK ] Aava,-0.63,8,8,0,0.0,0.0,0,8,16.19,129.53,-62.98,-43.62,-5.5,0,0,870,5,2,31.79,-3.09,0.4,0,13.71,0.1059,0.1286
5534,116,1,3,[ UK ] Aava,-0.16,3,3,0,0.0,0.0,0,3,15.95,47.86,-23.62,-16.43,-0.95,0,0,848,2,0,0.0,-2.47,0.0,0,4.23,0.0885,0.1057
5535,117,1,3,[ UK ] Aava,-0.16,6,7,0,0.0,0.0,0,7,16.27,113.89,-55.26,-40.74,-0.96,0,0,921,2,2,31.89,-1.28,1.0,0,15.48,0.136,0.1613
5536,118,1,3,[ UK ] Aava,-3.03,6,10,0,0.0,0.0,0,10,16.74,167.35,-79.03,-57.37,-18.21,0,0,790,2,1,31.93,-0.56,0.5,0,9.14,0.0546,0.067
5537,119,1,3,[ UK ] Aava,-0.16,3,3,0,0.0,0.0,0,3,16.07,48.22,-23.79,-16.55,-0.96,0,0,247,1,0,0.0,-1.19,0.0,0,5.57,0.1154,0.138
5538,120,1,3,[ UK ] Aava,-2.88,8,12,0,0.0,0.0,0,12,16.64,199.72,-94.94,-63.99,-22.32,0,0,736,0,0,0.0,0.0,0.0,0,15.59,0.078,0.0981
5539,121,1,3,[ UK ] Aava,-2.89,6,9,0,0.0,0.0,0,9,16.34,147.08,-71.38,-47.45,-17.3,0,0,613,4,2,38.64,-0.94,0.5,0,7.12,0.0484,0.0599
5540,122,1,3,[ UK ] Aava,0.0,6,8,0,0.0,0.0,0,8,16.8,134.38,-63.45,-44.53,-6.21,0,0,698,2,0,0.0,-0.67,0.0,0,19.52,0.1452,0.1807
5541,123,1,3,[ UK ] Aava,-0.33,6,6,0,0.0,0.0,0,6,16.55,99.27,-47.59,-35.91,-1.97,0,0,823,2,1,16.02,-1.57,0.5,0,11.9,0.1199,0.1425
5542,124,1,3,[ UK ] Aava,-1.43,11,16,0,0.0,0.0,0,16,16.34,261.42,-127.17,-87.44,-11.79,0,0,959,2,0,0.0,-0.57,0.0,0,33.03,0.1263,0.1539
5543,125,1,3,[ UK ] Aava,-0.95,10,12,0,0.0,0.0,0,12,16.16,193.88,-95.51,-66.15,-5.79,0,0,1025,1,1,16.08,-1.77,1.0,0,23.71,0.1223,0.1466
5544,126,1,3,[ UK ] Aava,-0.16,6,7,0,0.0,0.0,0,7,16.53,115.7,-55.67,-41.28,-1.69,0,0,1023,1,1,32.13,-0.56,1.0,0,16.34,0.1412,0.1685
5545,127,1,3,[ UK ] Aava,-0.48,6,7,0,0.0,0.0,0,7,16.22,113.51,-55.96,-38.83,-2.91,0,0,1029,3,1,27.44,-3.18,0.3333,0,12.16,0.1071,0.1282
5546,128,1,3,[ UK ] Aava,-1.44,5,7,0,0.0,0.0,0,7,16.38,114.67,-56.06,-38.01,-8.74,0,0,910,4,0,0.0,-3.35,0.0,0,7.08,0.0618,0.0753
5547,129,1,3,[ UK ] Aava,-2.08,9,10,0,0.0,0.0,0,10,16.54,165.43,-80.08,-55.86,-12.62,0,0,1034,4,1,16.18,-2.91,0.25,0,11.87,0.0717,0.0873
5548,130,1,3,[ UK ] Aava,0.0,5,6,0,0.0,0.0,0,6,16.18,97.05,-48.05,-33.11,-0.81,0,0,955,2,0,0.0,-1.7,0.0,0,13.39,0.1379,0.165
5549,131,1,3,[ UK ] Aava,-1.35,9,11,0,0.0,0.0,0,11,17.33,190.6,-87.79,-61.3,-15.64,0,0,836,5,3,146.98,-4.51,0.6,0,20.0,0.105,0.1342
5550,132,1,3,[ UK ] Aava,-2.9,6,9,0,0.0,0.0,0,9,17.84,160.6,-71.83,-49.29,-21.5,0,0,812,3,1,17.07,-1.82,0.3333,0,13.25,0.0825,0.1094
5551,133,1,3,[ UK ] Aava,-2.74,5,8,0,0.0,0.0,0,8,17.77,142.12,-63.98,-43.76,-18.98,0,0,901,2,0,0.0,-2.65,0.0,0,10.01,0.0704,0.0929
5552,134,1,3,[ UK ] Aava,-0.68,3,5,0,0.0,0.0,0,5,17.22,86.09,-39.94,-28.27,-4.1,0,0,636,1,0,0.0,-0.9,0.0,0,12.19,0.1416,0.1788
5553,135,1,3,[ UK ] Aava,-1.86,7,9,0,0.0,0.0,0,9,17.29,155.6,-71.89,-50.3,-11.17,0,0,664,4,1,34.16,-4.85,0.25,0,15.52,0.0998,0.127
5554,136,1,3,[ UK ] Aava,-0.85,7,7,0,0.0,0.0,0,7,17.2,120.43,-55.92,-39.66,-5.13,0,0,743,2,0,0.0,-2.13,0.0,0,16.74,0.139,0.1752
5555,137,1,3,[ UK ] Aava,0.0,3,3,0,0.0,0.0,0,3,17.08,51.25,-23.96,-17.33,0.0,0,0,662,1,0,0.0,-1.3,0.0,0,8.65,0.1688,0.2094
5556,138,1,3,[ UK ] Aava,0.0,2,3,0,0.0,0.0,0,3,19.3,57.9,-24.11,-18.63,-5.15,0,0,737,2,1,34.37,-1.75,0.5,0,8.25,0.1426,0.1931
5557,139,1,3,[ UK ] Aava,0.0,2,2,0,0.0,0.0,0,2,17.16,34.33,-16.05,-11.61,0.0,0,0,771,0,0,0.0,0.0,0.0,0,6.66,0.1941,0.2409
5558,140,1,3,[ UK ] Aava,0.0,4,4,0,0.0,0.0,0,4,17.88,71.54,-32.24,-22.67,-3.45,0,0,726,1,0,0.0,-0.28,0.0,0,12.9,0.1804,0.235
5559,141,1,3,[ UK ] Aava,-1.2,5,5,0,0.0,0.0,0,5,17.56,87.81,-40.5,-28.18,-7.22,0,0,722,1,0,0.0,-1.2,0.0,0,9.5,0.1082,0.1383
5560,142,1,3,[ UK ] Aava,-0.17,5,7,0,0.0,0.0,0,7,17.35,121.47,-56.72,-40.86,-1.04,0,0,814,0,0,0.0,0.0,0.0,0,22.67,0.1866,0.2323
5561,143,1,3,[ UK ] Aava,-4.16,6,10,0,0.0,0.0,0,10,17.74,177.44,-81.03,-54.79,-24.96,0,0,628,7,1,17.33,-4.07,0.1429,0,8.43,0.0475,0.062
5562,144,1,3,[ UK ] Aava,-2.77,3,7,0,0.0,0.0,0,7,17.72,124.07,-56.72,-38.48,-16.63,0,0,936,4,0,0.0,-2.42,0.0,0,7.04,0.0567,0.0739
5563,145,1,3,[ UK ] Aava,-2.32,8,8,0,0.0,0.0,0,8,16.76,134.07,-64.81,-43.5,-13.97,0,0,780,4,2,34.65,-2.55,0.5,0,6.91,0.0515,0.0638
5564,146,1,3,[ UK ] Aava,0.0,2,2,0,0.0,0.0,0,2,17.37,34.74,-16.24,-11.75,0.0,0,0,665,2,0,0.0,-1.04,0.0,0,5.7,0.1641,0.2036
5565,147,1,3,[ UK ] Aava,-0.49,4,4,0,0.0,0.0,0,4,17.66,70.65,-32.59,-22.5,-6.85,0,0,671,2,0,0.0,-1.6,0.0,0,6.61,0.0936,0.12
